site.name,depth,age,age.old,age.young,date.type,calendar.ybp,lat,long,dataset,AMBROSIA,APIACEAE,ARTEMISIA,ASTERCICHO,ASTERX,CHENOAMX,CUPRESSA,CYPERACE,ERIOGONUM,FABACEAE,LAMIACEAE,Other,PINUSX,POACEAE,POLYPOD,QUERCUS,SELAGINE,ABIES,ACNEGUNA,ACSACRUM,ALNUSX,ARCEUTHOBI,BETULA,BRASSICACEAE,CARYA,CASTANEA,CORYLUS,EPHEDRA,FRAXNIGR,FRAXPNAM,IVA,JUGLANSX,JUGNIGRA,LARIXPSEU,MYRICACX,OSTRYCAR,PICEAX,PLANTAGINX,PLATANUS,POLYGONAX,POPULUS,ROSACEAX,RUMEX,SALIX,SARCOBATUS,THALICTRUM,TILIA,TSUGAX,ULMUS,URTICACX,XANTHIUM,ACERX,ALRUGOSA,CARYOPHYLL,ERICACEX,EUPHORB,FAGUS,FRAXINUX,NYSSA,RUBIACEAE,SANGUI,SHEPHERDIA,LILIACEAE,ONAGRACEAE,POLYGONMX,RANUNCUL,BORAGINACEAE,CORNUS,TAXUS,CACTACEAE,CAMPANULACEA,RHAMNACEAE,CAPRIFOLIA,POLEMONI,SCROPHUL,CHRYSOLEP,TSUGMERT,ACRUBRUM,MALVACEAE,PEDICULARI,RUBUS,ALNUS,LIQUIDAM,ACSACNUM,RUMEOXYR,ERIVACCI,ELAEAGNX,PROSOPIS,DRYAS,DODECATH,TSUGHETE,POLYGVIV,POLYGBIS,ERICALES,TAXODIUM,AQUIFOLI,ACPENSYL,ARMERIA,PICMARIA,ALRUBRA,pollensum,ambrosia.proportion,artemisia.proportion,ambtoart,NA_L2CODE,NA_L2NAME,NA_L1CODE,NA_L1NAME,NA_L2KEY,NA_L1KEY,Shape_Leng,Shape_Area
Dark Lake,210,191,NA,NA,Radiocarbon years BP,252.6181753,45.275,-91.475,546,9,0,6,0,2,0,1,6,0,0,0,28,132,12,0,100,0,2,0,0,26,0,84,0,2,0,2,0,0,0,0,1,0,3,0,15,2,0,2,0,11,0,0,0,0,0,0,5,10,4,0,8,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,0.018789144,0.012526096,1.5,5.2,MIXED WOOD SHIELD,5,NORTHERN FORESTS,5.2  MIXED WOOD SHIELD,5  NORTHERN FORESTS,5338397.843,2.48955E+11
Dark Lake,246,234,NA,NA,Radiocarbon years BP,301.8851826,45.275,-91.475,546,2,0,12,0,3,3,1,9,0,0,0,57,98,8,0,91,0,0,0,0,21,0,89,0,2,0,3,0,0,0,0,2,0,2,0,15,2,0,2,0,11,0,0,1,0,0,2,9,7,3,0,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,0.004201681,0.025210084,0.166666667,5.2,MIXED WOOD SHIELD,5,NORTHERN FORESTS,5.2  MIXED WOOD SHIELD,5  NORTHERN FORESTS,5338397.843,2.48955E+11
Dark Lake,286,281,NA,NA,Radiocarbon years BP,355.7351673,45.275,-91.475,546,4,0,5,0,0,1,1,7,0,0,0,53,175,1,0,70,0,0,0,0,31,0,45,0,2,0,4,0,0,0,0,0,0,4,1,15,0,0,0,0,1,0,0,1,0,0,0,3,6,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,0.009090909,0.011363636,0.8,5.2,MIXED WOOD SHIELD,5,NORTHERN FORESTS,5.2  MIXED WOOD SHIELD,5  NORTHERN FORESTS,5338397.843,2.48955E+11
Dark Lake,324,326,NA,NA,Radiocarbon years BP,407.2936633,45.275,-91.475,546,6,0,7,0,1,0,3,10,0,0,0,38,152,3,0,94,0,1,0,0,10,0,80,0,1,0,3,0,0,0,0,2,0,1,0,15,3,0,2,0,6,0,0,0,0,0,0,4,1,0,0,8,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,0.013157895,0.015350877,0.857142857,5.2,MIXED WOOD SHIELD,5,NORTHERN FORESTS,5.2  MIXED WOOD SHIELD,5  NORTHERN FORESTS,5338397.843,2.48955E+11
Dark Lake,364,374,NA,NA,Radiocarbon years BP,462.2893923,45.275,-91.475,546,10,0,4,0,3,1,5,7,0,0,0,18,180,5,0,81,0,1,0,0,13,0,62,0,0,0,4,0,0,0,0,2,0,5,0,23,1,0,2,0,6,0,0,1,0,0,0,9,6,2,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,0.021645022,0.008658009,2.5,5.2,MIXED WOOD SHIELD,5,NORTHERN FORESTS,5.2  MIXED WOOD SHIELD,5  NORTHERN FORESTS,5338397.843,2.48955E+11
"Devils Lake, Main Bay",25,274,NA,NA,Radiocarbon years BP,347.7149568,48.031535,-98.950595,683,13,0,66,2,18,27,0,24,0,0,0,21,59,54,0,61,0,0,1,0,2,0,9,0,0,0,2,0,0,4,0,0,0,0,0,2,8,0,0,0,1,0,1,1,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,0.033942559,0.17232376,0.196969697,9.2,TEMPERATE PRAIRIES,9,GREAT PLAINS,9.2  TEMPERATE PRAIRIES,9  GREAT PLAINS,12510738.52,7.51238E+11
"Devils Lake, Main Bay",35,375,NA,NA,Radiocarbon years BP,463.4351367,48.031535,-98.950595,683,6,1,69,0,14,37,0,39,0,1,1,16,35,78,0,45,0,0,0,0,4,0,8,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,2,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0.016304348,0.1875,0.086956522,9.2,TEMPERATE PRAIRIES,9,GREAT PLAINS,9.2  TEMPERATE PRAIRIES,9  GREAT PLAINS,12510738.52,7.51238E+11
Devils Lake,16,217,NA,NA,Radiocarbon years BP,282.4075285,43.4178,-89.73205,684,101,0,6,0,3,8,6,13,0,0,0,96,47,33,0,210,0,0,0,0,6,0,16,0,9,0,2,0,0,0,2,4,0,0,0,5,1,1,3,0,0,1,2,1,1,0,2,2,19,2,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,0.165302782,0.009819967,16.83333333,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Devils Lake,19.5,259,NA,NA,Radiocarbon years BP,330.5287915,43.4178,-89.73205,684,77,0,12,0,7,4,2,6,0,1,0,92,63,28,0,305,0,0,0,0,4,0,33,0,8,0,0,0,0,0,0,2,0,0,0,6,0,0,4,0,8,0,1,7,1,3,2,7,18,1,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717,0.107391911,0.016736402,6.416666667,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Devils Lake,22.5,303,NA,NA,Radiocarbon years BP,380.9415431,43.4178,-89.73205,684,32,0,8,0,5,3,17,16,0,1,0,101,72,11,0,259,0,0,0,0,11,0,19,0,6,0,2,0,0,0,0,1,0,2,0,9,1,0,5,0,6,1,0,2,0,1,0,1,9,4,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,0.051282051,0.012820513,4,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
East Twin Lake,20,192,NA,NA,Radiocarbon years BP,253.7639197,45.333333,-93.508333,781,29,1,13,0,6,4,1,12,0,0,0,16,59,29,1,178,0,0,2,1,17,0,41,0,1,0,4,0,3,1,0,0,0,0,0,22,1,1,0,0,2,0,0,3,0,2,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,0.060796646,0.027253669,2.230769231,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
East Twin Lake,30,295,NA,NA,Radiocarbon years BP,371.7755883,45.333333,-93.508333,781,18,0,14,0,7,6,1,6,0,1,0,18,77,14,0,205,0,2,1,1,35,0,38,0,4,0,3,0,2,3,1,2,0,4,0,15,2,0,2,0,1,1,1,3,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,0.035502959,0.027613412,1.285714286,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
East Twin Lake,40,398,NA,NA,Radiocarbon years BP,489.7872569,45.333333,-93.508333,781,23,0,19,0,6,4,4,16,0,0,0,12,89,32,4,235,0,0,0,4,17,0,58,0,0,0,5,0,3,3,1,0,0,1,0,15,0,0,0,0,4,0,1,2,2,0,2,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,0.039792388,0.032871972,1.210526316,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Eggert Lake,60,211,NA,NA,Radiocarbon years BP,275.5330624,44.47012,-93.619035,786,23,0,10,0,5,3,0,14,0,1,0,17,46,98,3,196,0,0,0,2,5,0,17,0,5,0,9,0,1,4,1,3,2,1,0,37,0,0,1,0,1,0,0,2,1,0,4,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,0.041144902,0.017889088,2.3,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Eggert Lake,70,256,NA,NA,Radiocarbon years BP,327.0915584,44.47012,-93.619035,786,20,0,12,0,2,2,2,20,0,0,0,20,25,57,2,140,0,0,1,2,5,0,5,0,2,0,5,0,1,3,0,2,1,0,0,42,0,0,3,0,2,0,0,3,0,0,5,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0.046296296,0.027777778,1.666666667,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Eggert Lake,80,300,NA,NA,Radiocarbon years BP,377.50431,44.47012,-93.619035,786,14,0,18,0,10,2,1,22,0,1,0,14,20,35,3,191,0,0,1,2,4,0,15,0,0,0,13,0,1,4,1,3,0,0,0,20,0,0,0,0,0,0,0,4,0,0,3,0,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,0.031890661,0.041002278,0.777777778,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Eggert Lake,90,344,NA,NA,Radiocarbon years BP,427.9170617,44.47012,-93.619035,786,12,0,8,0,6,4,0,18,0,0,0,10,28,18,3,240,0,0,3,1,4,0,6,0,2,0,9,0,3,11,3,3,1,0,0,19,0,0,2,0,5,0,0,6,0,1,3,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,0.026315789,0.01754386,1.5,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Eggert Lake,100,389,NA,NA,Radiocarbon years BP,479.4755577,44.47012,-93.619035,786,15,0,8,0,5,7,2,23,0,1,0,20,24,38,3,267,0,0,1,1,1,0,12,0,4,0,6,0,3,2,4,4,1,1,0,7,1,0,0,0,0,1,0,2,1,1,3,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,0.030864198,0.016460905,1.875,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Faith Pond,60,189,NA,NA,Radiocarbon years BP,250.3266866,47.272455,-96.09405,817,16,0,29,0,7,4,3,105,0,0,0,8,78,58,0,31,0,1,0,1,15,0,27,1,0,0,3,0,3,0,0,0,0,3,0,9,3,0,0,0,4,0,0,3,0,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0.037209302,0.06744186,0.551724138,9.2,TEMPERATE PRAIRIES,9,GREAT PLAINS,9.2  TEMPERATE PRAIRIES,9  GREAT PLAINS,12510738.52,7.51238E+11
Faith Pond,70,223,NA,NA,Radiocarbon years BP,289.2819947,47.272455,-96.09405,817,17,0,34,0,9,6,2,131,0,0,0,7,69,64,0,40,0,2,0,2,13,0,50,0,1,0,8,0,2,2,1,1,0,2,0,19,2,0,0,0,4,1,0,1,0,5,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,0.03307393,0.06614786,0.5,9.2,TEMPERATE PRAIRIES,9,GREAT PLAINS,9.2  TEMPERATE PRAIRIES,9  GREAT PLAINS,12510738.52,7.51238E+11
Faith Pond,80,257,NA,NA,Radiocarbon years BP,328.2373028,47.272455,-96.09405,817,13,0,25,0,12,7,9,97,0,0,0,7,54,46,0,56,0,0,1,1,11,0,39,1,0,0,7,0,6,0,1,0,0,2,0,28,6,0,0,0,8,0,0,6,0,0,2,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,0.02826087,0.054347826,0.52,9.2,TEMPERATE PRAIRIES,9,GREAT PLAINS,9.2  TEMPERATE PRAIRIES,9  GREAT PLAINS,12510738.52,7.51238E+11
Faith Pond,90,291,NA,NA,Radiocarbon years BP,367.1926108,47.272455,-96.09405,817,22,0,28,0,9,9,7,75,0,0,0,10,61,55,0,49,0,2,0,0,13,0,31,2,0,0,5,0,4,2,1,0,0,2,0,10,5,0,0,0,6,0,0,8,0,2,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,0.051044084,0.064965197,0.785714286,9.2,TEMPERATE PRAIRIES,9,GREAT PLAINS,9.2  TEMPERATE PRAIRIES,9  GREAT PLAINS,12510738.52,7.51238E+11
Farquar Lake,100,241,NA,NA,Radiocarbon years BP,309.9053931,44.75815,-93.16449,822,19,0,10,0,8,2,0,5,0,0,0,9,98,29,0,182,0,1,0,0,12,0,29,0,3,0,3,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,2,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,0.044705882,0.023529412,1.9,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Farquar Lake,110,266,NA,NA,Radiocarbon years BP,338.549002,44.75815,-93.16449,822,16,0,10,0,4,2,4,8,0,1,0,7,57,25,1,206,0,0,1,3,12,0,21,0,0,0,6,0,3,0,0,2,1,0,0,2,1,0,0,0,1,0,0,3,1,0,0,2,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,0.038834951,0.024271845,1.6,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Farquar Lake,120,292,NA,NA,Radiocarbon years BP,368.3383552,44.75815,-93.16449,822,19,0,15,0,18,9,0,13,0,0,0,11,82,37,0,148,0,1,1,3,9,0,20,0,3,0,3,0,1,2,1,1,0,0,0,10,1,0,0,0,0,0,0,4,0,2,0,0,10,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0.044496487,0.035128806,1.266666667,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Farquar Lake,130,317,NA,NA,Radiocarbon years BP,396.9819641,44.75815,-93.16449,822,12,1,19,0,7,5,2,22,0,1,0,16,100,40,1,174,0,0,3,0,13,0,27,0,0,0,2,0,1,0,1,0,0,1,0,9,2,0,2,1,2,0,0,4,0,1,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,0.024948025,0.03950104,0.631578947,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Farquar Lake,150,368,NA,NA,Radiocarbon years BP,455.4149262,44.75815,-93.16449,822,14,1,14,0,4,5,1,19,0,1,0,8,52,26,0,217,0,0,0,3,9,0,20,0,0,0,1,0,2,0,2,0,1,0,0,2,1,0,2,0,0,0,0,0,0,1,2,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,0.033412888,0.033412888,1,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Fawn Lake,50,222,NA,NA,Radiocarbon years BP,288.1362503,46.218889,-94.753333,824,10,0,20,0,5,0,0,11,0,0,0,12,113,20,1,102,0,0,0,0,16,0,60,0,0,0,4,0,4,0,0,1,0,3,0,14,2,0,2,0,3,0,0,3,0,1,0,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0.024154589,0.048309179,0.5,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Fawn Lake,60,270,NA,NA,Radiocarbon years BP,343.1319794,46.218889,-94.753333,824,6,0,15,0,9,3,4,19,0,1,0,3,108,16,1,79,0,1,0,2,17,0,39,0,0,0,6,0,7,0,1,0,0,1,0,16,2,0,0,0,11,0,0,1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,0.015957447,0.039893617,0.4,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Fawn Lake,70,318,NA,NA,Radiocarbon years BP,398.1277084,46.218889,-94.753333,824,18,0,23,0,8,4,3,11,0,1,0,3,122,26,2,83,0,1,2,2,17,0,36,0,0,0,5,0,3,0,1,0,0,3,0,16,4,0,0,0,3,0,0,5,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,0.044444444,0.056790123,0.782608696,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Fawn Lake,80,365,NA,NA,Radiocarbon years BP,451.9776931,46.218889,-94.753333,824,35,2,14,0,5,4,3,17,0,1,0,3,92,21,1,54,0,2,1,3,20,0,41,0,0,0,4,0,3,0,0,0,0,1,0,8,2,0,1,0,3,0,0,4,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0.099431818,0.039772727,2.5,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Fox Pond,40,277,NA,NA,Radiocarbon years BP,351.1521899,47.165,-95.558333,846,10,1,3,0,1,1,0,13,0,0,0,13,121,20,1,27,0,8,0,2,11,0,93,0,0,0,4,0,1,0,0,0,0,0,0,18,3,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0.02739726,0.008219178,3.333333333,5.2,MIXED WOOD SHIELD,5,NORTHERN FORESTS,5.2  MIXED WOOD SHIELD,5  NORTHERN FORESTS,5338397.843,2.48955E+11
Hayes Lake,20,313,NA,NA,Radiocarbon years BP,392.3989867,49.583333,-93.75,849,12,0,14,0,4,0,4,5,0,0,0,24,476,7,0,10,0,6,0,0,41,0,57,0,0,0,0,0,0,1,0,0,0,7,0,2,106,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781,0.015364917,0.017925736,0.857142857,5.2,MIXED WOOD SHIELD,5,NORTHERN FORESTS,5.2  MIXED WOOD SHIELD,5  NORTHERN FORESTS,5338397.843,2.48955E+11
French Lake,680,229,NA,NA,Radiocarbon years BP,296.1564608,44.945765,-94.42074,850,46,2,35,0,12,6,13,38,0,3,0,21,46.5,133,0,281,0,0,1,0,1,0,22,0,21,0,7,0,6,3,1,9,0,1,0,52,3,0,2,1,1,2,0,4,1,3,16,5.5,24,6,0,0,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841,0.05469679,0.041617122,1.314285714,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
French Lake,690,294,NA,NA,Radiocarbon years BP,370.6298439,44.945765,-94.42074,850,46,0,26,0,16,7,19,40,0,4,0,30,58.5,183,2,239,0,0,1,0,2,0,15,0,12,0,4,1,4,1,1,17,0,0,0,53,4.5,0,5,0,6,3,1,7,0,1,22.5,3,19,2,0,0,8,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869.5,0.052903968,0.029902243,1.769230769,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
French Lake,700,359,NA,NA,Radiocarbon years BP,445.103227,44.945765,-94.42074,850,33,3,32,0,24,7,20,35,0,2,0,16,43.5,136,2,292,0,0,3,3,0,0,24,0,10,0,4,0,5,1,0,16,0,1,0,40,3,0,4,0,10,1,0,5,0,2,15,0,20,1,1,0,13,0,0,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837.5,0.039402985,0.038208955,1.03125,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Jones Lake [Glenboro site],26,208,NA,NA,Radiocarbon years BP,272.0958293,49.448,-99.28965,878,17,0,49,1,3,18,0,23,0,0,0,0,89,68,0,118,0,0,0,0,23,0,18,0,0,0,9,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,7,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,472,0.036016949,0.103813559,0.346938776,9.2,TEMPERATE PRAIRIES,9,GREAT PLAINS,9.2  TEMPERATE PRAIRIES,9  GREAT PLAINS,12510738.52,7.51238E+11
