".id","site.name","depth","age","age.old","age.young","date.type","lat","long","dataset","ACRUBRUM","ACSACRUM","AMBROSIA","APIACEAE","ARTEMISIA","ASTERX","BETULA","CARYA","CHENOAMX","CUPRESSA","CYPERACE","FAGUS","FRAXINUX","FRAXNIGR","IVA","JUGLANSX","LAMIACEAE","LIQUIDAM","NYSSA","ONAGRACEAE","OSTRYCAR","Other","PINUSX","PLANTAGINX","PLATANUS","POACEAE","POLYGONMX","POLYPOD","QUERCUS","RUBIACEAE","RUBUS","SALIX","ULMUS","ABIES","ALNUSX","FRAXPNAM","PICEAX","SPHAGNUM","BRASSICACEAE","POPULUS","TSUGAX","ASTERCICHO","ACERX","CORYLUS","EQUISETU","RANUNCUL","ROSACEAX","THALICTRUM","TILIA","RUMEX","ALRUGOSA","LYCOPODX","POLYGONAX","JUGNIGRA","MYRICACX","URTICACX","RHAMNACEAE","FABACEAE","ERICACEX","LARIXPSEU","SARCOBATUS","EPHEDRA","CARYOPHYLL","SELAGINE","ACNEGUNA","XANTHIUM","CORNUS","LILIACEAE","ACSACNUM","EUPHORB","MALVACEAE","BORAGINACEAE","CASTANEA","ELAEAGNX","RUMEOXYR","PTERIDIUM","CAPRIFOLIA","SHEPHERDIA","ERIVACCI","AQUIFOLI","ARCEUTHOBI","SCROPHUL","MAGNOLIACE","CAMPANULACEA","ERIOGONUM","TAXODIUM","CACTACEAE","LARREA","POLEMONI","ACPENSYL","SANGUI","PROSOPIS","PEDICULARI","ANACARDI","TAXUS","optional"
"14371","Stink Lake",NA,-35,NA,NA,1,48.25071,-99.23709,14371,NA,NA,33,NA,74,18,9,NA,59,3,20,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,46.5,65.5,NA,NA,99,NA,NA,18,NA,NA,5,6,NA,3,5,2.5,NA,NA,8,NA,1,NA,2,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,8,NA,NA,1,NA,1,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14502","Stockade Lake",NA,-34,NA,NA,1,43.76893,-103.519495,14502,NA,NA,11,NA,63,16,5,NA,50,28,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,24,297.5,NA,NA,105,NA,NA,6,NA,NA,3,NA,NA,1,4,NA,NA,NA,2,NA,5,NA,NA,NA,NA,3,NA,NA,4,NA,NA,NA,1,NA,NA,NA,6,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"26337","Maybe Pond",NA,-62,NA,NA,1,40.38854,-102.337193,26337,NA,NA,35,NA,31,23,NA,NA,202,1,35,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,62,26,10,NA,1,NA,NA,3,NA,NA,NA,1,1,NA,NA,2,NA,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,1,NA,NA,2,NA,6,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"58","Arena8",0,NA,NA,NA,NA,43.1,-89.92,58,NA,NA,15,NA,NA,3,6,12,4,2,NA,NA,2,NA,NA,6,NA,NA,NA,NA,2,7,5,NA,NA,34,NA,NA,110,NA,NA,NA,11,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"923","GMM110",0,NA,NA,NA,NA,51.066667,-115.1,923,NA,NA,NA,NA,8,NA,10,NA,2,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,400,NA,NA,4,NA,3,NA,NA,NA,NA,NA,3,11,NA,61,4,NA,1,NA,NA,NA,NA,6,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1291","JHMN08 (McAndrews and Wright 1969)",0,NA,NA,NA,NA,48.716667,-113.116667,1291,NA,NA,NA,NA,13,13,2,NA,1,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,198,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,8,7,NA,14,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,31,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1311","JHMN28 (McAndrews and Wright 1969)",0,NA,NA,NA,NA,48.866667,-108.466667,1311,NA,NA,1,NA,54,6,3,NA,94,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,91,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1314","JHMN31 (McAndrews and Wright 1969)",0,NA,NA,NA,NA,48.75,-107.583333,1314,NA,NA,2,NA,150,6,NA,NA,42,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,81,NA,NA,52,NA,NA,NA,NA,NA,1,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1318","JHMN35 (McAndrews and Wright 1969)",0,NA,NA,NA,NA,48.883333,-106.533333,1318,NA,NA,2,NA,95,45,2,NA,55,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,73,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1710","Mary Lake",1,NA,NA,NA,NA,44.45,-93.694444,1710,NA,4,266,NA,20,13,13,6,32,NA,32,NA,NA,NA,1,2,NA,NA,NA,NA,13,42,58,NA,NA,166,NA,5,158,NA,NA,2,31,NA,8,1,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2,9,NA,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2076","Turtle Lake Area",0,NA,NA,NA,NA,53.783333,-108.483333,2076,NA,NA,4,NA,2,1,7,NA,8,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,150,NA,NA,8,NA,NA,NA,NA,NA,23,1,NA,13,NA,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2938","Rose 1b (Watts and Wright 1966)",0,NA,NA,NA,NA,43,-101.42,2938,NA,NA,30,NA,21,6,NA,NA,84,3,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,18,NA,NA,39,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"3766","Stations 85-86 (Lichti-Federovich and Ritchie 1968)",0,NA,NA,NA,NA,51.83,-101.08,3766,NA,NA,NA,NA,47,26,88,NA,11,1,16,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,453,NA,NA,19,NA,NA,NA,NA,NA,20,1,NA,74,NA,231,NA,NA,3,NA,1,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14447","Stink Lake",NA,-35,NA,NA,1,44.96723,-97.404695,14447,NA,NA,121,NA,39,12,2,NA,68,10,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,94,32,NA,1,72,NA,NA,18,NA,NA,4,3,NA,NA,3,3.5,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,2,NA,1,NA,1,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"19204","Newell Lake",NA,-60,NA,NA,1,44.84181,-103.393915,19204,NA,NA,4,NA,9,1,NA,NA,46,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231,34,1,NA,22,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"19948","Dudley",NA,-60,NA,NA,1,44.35577,-93.36235,19948,NA,NA,14,NA,10,11,2,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,217,18,NA,NA,32,NA,8,66,NA,NA,3,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"19968","Independence",NA,-60,NA,NA,1,43.76344,-95.047835,19968,NA,2,97,NA,8,3,NA,NA,32,NA,4,NA,NA,5,NA,NA,1,NA,NA,NA,NA,217,9.5,6,NA,25,NA,NA,7,NA,NA,3,2,NA,NA,2,NA,NA,13,NA,NA,NA,NA,NA,NA,6,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"26323","Sunflower Pond",NA,-62,NA,NA,1,38.199615,-98.4879305,26323,NA,NA,39,NA,9,22,NA,NA,75,28,47,NA,NA,NA,3,2,NA,NA,NA,NA,NA,351,16,8,NA,3,NA,1,30,1,NA,2,18,NA,NA,2,NA,NA,1,7,NA,NA,1,NA,3,NA,2,1,NA,1,NA,NA,NA,NA,NA,5,NA,1,NA,1,NA,NA,1,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"34","Linton",0,NA,NA,NA,NA,43.15,-91.28,34,NA,NA,58,NA,NA,1,1,25,10,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,4,12,20,NA,NA,87,NA,NA,44,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"53","Platte Valley",0,NA,NA,NA,NA,42.72,-90.47,53,NA,NA,50,NA,NA,9,3,10,10,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,3,13,24,3,NA,184,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"906","GMM086",0,NA,NA,NA,NA,52.466667,-115.166667,906,NA,NA,NA,NA,5,NA,15,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,389,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,8,NA,97,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1301","JHMN18 (McAndrews and Wright 1969)",0,NA,NA,NA,NA,48.916667,-111.116667,1301,NA,NA,NA,1,66,8,2,NA,9,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,70,NA,NA,162,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1305","JHMN22 (McAndrews and Wright 1969)",0,NA,NA,NA,NA,48.883333,-110.5,1305,NA,NA,2,NA,24,3,3,NA,50,3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,199,NA,NA,25,NA,NA,NA,NA,NA,1,NA,2,6,NA,12,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1350","JHMS29 (McAndrews and Wright 1969)",0,NA,NA,NA,NA,45,-101.2,1350,NA,NA,9,NA,19,7,NA,NA,81,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,5,NA,NA,160,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1527","Site 2 (Heide unpublished)",0,NA,NA,NA,NA,46.9,-99.37,1527,NA,NA,20,NA,12,21,NA,NA,157,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,37,NA,NA,77,NA,NA,2,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2090","Mile 58 Lac la Ronge Highway",0,NA,NA,NA,NA,54.55,-105.55,2090,NA,NA,4,NA,2,NA,16,NA,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,138,NA,NA,7,NA,NA,NA,NA,NA,2,NA,1,17,NA,45,362,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2528","Moon Lake",0,NA,NA,NA,NA,50.8839,-100.045,2528,NA,NA,NA,NA,98,30,146,NA,44,NA,35,NA,10,NA,NA,NA,NA,NA,NA,2,NA,30,122,NA,NA,70,NA,3,2,NA,NA,30,NA,NA,120,NA,266,1,2,20,NA,NA,4,8,2,10,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"3768","R Lake",0,NA,NA,NA,NA,50.71265,-99.65325,3768,NA,NA,NA,2,57,21,260,NA,8,2,26,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,9,241,NA,NA,31,NA,NA,14,NA,NA,24,2,2,124,NA,167,NA,NA,16,NA,NA,NA,13,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14297","Lake Herman",NA,-35,NA,NA,1,43.989655,-97.17285,14297,NA,NA,117,NA,20,8,NA,NA,59,3,10,NA,3,NA,NA,NA,NA,NA,NA,NA,1,56,20.5,NA,NA,42,NA,NA,14,NA,NA,3,6,NA,2,5,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14397","Ferrell Lowland Pond",NA,-59,NA,NA,1,37.59335,-96.50677,14397,NA,NA,79,NA,2,33,NA,15,31,23,23,NA,6,NA,2,NA,NA,NA,NA,1,1,40,30,NA,11,28,NA,NA,106,NA,NA,8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,4,NA,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14404","Chalk Zimmermann Pond",NA,-59,NA,NA,1,38.757795,-96.320045,14404,NA,1,52,NA,6,32,2,18,20,6,16,NA,1,NA,6,NA,NA,NA,NA,1,NA,18,29,NA,2,86,NA,NA,143,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,33,NA,24,NA,1,NA,NA,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14414","New Konza Pond",NA,-59,NA,NA,1,38.948315,-96.441615,14414,NA,NA,157,NA,3,36,NA,11,41,41,8,NA,12,NA,5,NA,NA,NA,NA,NA,NA,40,15,NA,NA,34,NA,NA,50,NA,NA,5,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,13,1,20,NA,NA,NA,NA,1,NA,NA,NA,1,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14423","Spiritwood Lake",NA,-35,NA,NA,1,47.074695,-98.5866,14423,NA,NA,71,NA,80,10,1,NA,96,7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,56.5,NA,NA,72,NA,NA,22,NA,NA,6,26,NA,5,32,1,NA,NA,11,NA,2,1,1,NA,NA,1,NA,NA,1,5,NA,NA,NA,NA,4,NA,10,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"19917","Angelo",NA,-60,NA,NA,1,43.970095,-90.769255,19917,NA,2,21,NA,NA,2,1,NA,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,4,72,86.5,NA,NA,42,NA,9,34,NA,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,15,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"19961","Emery",NA,-60,NA,NA,1,43.78819,-89.45046,19961,NA,NA,20,NA,1,4,6,1,6,NA,6,NA,NA,1,NA,1,NA,NA,NA,NA,NA,66,48.5,1,NA,25,NA,1,116,1,NA,9,6,NA,NA,1,2,NA,2,NA,NA,NA,2,2,4,1,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"21728","Gibbs Lake",NA,-60,NA,NA,1,42.782095,-89.18066,21728,NA,NA,65,NA,2,2,2,8,6,NA,1,NA,NA,2,NA,1,NA,NA,NA,NA,1,90,19,1,NA,53,NA,8,87,NA,NA,5,8,NA,NA,NA,0.5,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"18","South Soefje Bog",0,NA,NA,NA,NA,29.6,-97.516944,18,NA,NA,NA,4,NA,6,NA,14,2,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,24,8,NA,NA,90,NA,20,24,8,NA,1,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,8,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1290","JHMN07 (McAndrews and Wright 1969)",0,NA,NA,NA,NA,48.766667,-113.166667,1290,NA,NA,1,NA,NA,10,NA,NA,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,222,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,12,7,NA,23,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1342","JHMS22 (McAndrews and Wright 1969)",0,NA,NA,NA,NA,44.533333,-104.183333,1342,NA,NA,4,NA,111,68,NA,NA,29,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,81,NA,NA,55,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2073","Yellow Creek",0,NA,NA,NA,NA,52.716667,-105.216667,2073,NA,NA,NA,NA,9,NA,26,NA,12,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,47,NA,NA,6,NA,NA,NA,NA,NA,7,NA,NA,13,NA,17,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2540","Station 105 (Lichti-Federovich and Ritchie 1968)",0,NA,NA,NA,NA,50.17,-102.67,2540,NA,NA,NA,NA,247,71,235,NA,66,NA,5,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,119,61,NA,NA,73,NA,NA,23,NA,NA,40,5,NA,30,NA,3,NA,3,40,NA,NA,NA,66,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2734","Fox",0,NA,NA,NA,NA,43.559167,-88.919722,2734,NA,NA,97,NA,5,NA,11,6,13,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,37,NA,NA,167,NA,NA,64,NA,NA,2,15,NA,2,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
