".id","site.name","depth","age","age.old","age.young","date.type","lat","long","dataset","ACRUBRUM","ACSACRUM","AMBROSIA","APIACEAE","ARTEMISIA","ASTERX","BETULA","CARYA","CHENOAMX","CUPRESSA","CYPERACE","FAGUS","FRAXINUX","FRAXNIGR","IVA","JUGLANSX","LAMIACEAE","LIQUIDAM","NYSSA","ONAGRACEAE","OSTRYCAR","Other","PINUSX","PLANTAGINX","PLATANUS","POACEAE","POLYGONMX","POLYPOD","QUERCUS","RUBIACEAE","RUBUS","SALIX","ULMUS","ABIES","ALNUSX","FRAXPNAM","PICEAX","SPHAGNUM","BRASSICACEAE","POPULUS","TSUGAX","ASTERCICHO","ACERX","CORYLUS","EQUISETU","RANUNCUL","ROSACEAX","THALICTRUM","TILIA","RUMEX","ALRUGOSA","LYCOPODX","POLYGONAX","JUGNIGRA","MYRICACX","URTICACX","RHAMNACEAE","FABACEAE","ERICACEX","LARIXPSEU","SARCOBATUS","EPHEDRA","CARYOPHYLL","SELAGINE","ACNEGUNA","XANTHIUM","CORNUS","LILIACEAE","ACSACNUM","EUPHORB","MALVACEAE","BORAGINACEAE","CASTANEA","ELAEAGNX","RUMEOXYR","PTERIDIUM","CAPRIFOLIA","SHEPHERDIA","ERIVACCI","AQUIFOLI","ARCEUTHOBI","SCROPHUL","MAGNOLIACE","CAMPANULACEA","ERIOGONUM","TAXODIUM","CACTACEAE","LARREA","POLEMONI","ACPENSYL","SANGUI","PROSOPIS","PEDICULARI","ANACARDI","TAXUS","optional"
"14226","Durkee Lake",NA,-37,NA,NA,1,44.98107,-102.052575,14226,NA,NA,22,NA,72,9,1,NA,89,12,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,30,46,NA,NA,52,NA,NA,6,NA,NA,32,1,0.5,2,11,NA,NA,2,7,NA,NA,NA,NA,NA,7,1,NA,NA,3,1,NA,NA,NA,NA,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14245","Alkaline Lake",NA,-35,NA,NA,1,46.66275,-99.5673,14245,NA,NA,51,NA,141,17,2,NA,43,1,57,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,27,59,NA,NA,53,NA,NA,6,NA,NA,4,1,NA,2,NA,2.5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14467","Iron Hills Site 1",NA,-49,NA,NA,1,44.0758383333334,-103.776003333334,14467,NA,NA,6,NA,15.5,4,1,NA,7.5,12,15,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,332,NA,NA,31,NA,NA,1,NA,NA,1,NA,NA,NA,1,2,NA,NA,5,NA,1,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"19972","Lost Lake",NA,-60,NA,NA,1,43.68058,-97.060305,19972,NA,1,55,NA,4,6,NA,2,30,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,268,27,4,NA,24,NA,3,1,NA,NA,2,4,NA,NA,NA,1,NA,3,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"26361","Gordo Pond",NA,-62,NA,NA,1,37.16061,-101.72686,26361,NA,NA,9,NA,9,20,NA,NA,301,4,NA,NA,NA,NA,12,1,NA,NA,NA,NA,NA,40,9,11,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"26373","Mesquite Pond",NA,-62,NA,NA,1,35.704655,-102.43552,26373,NA,NA,48,NA,6,40,NA,NA,40,7,67,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,131,10,4,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,1,NA,2,3,NA,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,5,NA,NA,1,1,4,NA,NA,NA,NA,1,NA,NA,9,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"103","Site 33 (Swain unpublished)",0,NA,NA,NA,NA,45.63,-91.58,103,NA,NA,24,NA,NA,3,54,1,8,1,8,NA,11,NA,NA,2,NA,NA,NA,NA,2,5,60,NA,NA,35,NA,NA,55,NA,NA,NA,22,1,1,NA,2,NA,NA,1,2,NA,6,NA,NA,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"948","Lake Wappapello",0,NA,NA,NA,NA,36.92,-90.3,948,NA,NA,120,NA,NA,11,5,1,4,1,NA,1,4,NA,NA,1,NA,2,NA,NA,1,3,NA,NA,3,9,NA,NA,115,NA,NA,18,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1257","Spiritwood Lake",0,NA,NA,NA,NA,47.074695,-98.5866,1257,NA,NA,29,NA,22,3,3,NA,25,3,21,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17,18,NA,NA,41,NA,NA,7,NA,NA,2,7,NA,8,13,1,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1325","JHMN42",0,NA,NA,NA,NA,48.92,-111.12,1325,NA,NA,1,NA,23,10,1,NA,5,NA,58,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,186,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,3,5,NA,10,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1341","JHMS21 (McAndrews and Wright 1969)",0,NA,NA,NA,NA,44.3,-104.916667,1341,NA,NA,2,NA,249,40,NA,NA,12,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,10,87,NA,NA,68,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1531","Site 6 (Heide unpublished)",0,NA,NA,NA,NA,45.33,-93.05,1531,NA,NA,37,NA,5,11,23,NA,14,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,70,37,NA,NA,39,NA,NA,49,NA,NA,11,11,NA,7,NA,2,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2088","Mile 38 Lac la Ronge Highway",0,NA,NA,NA,NA,54.283333,-105.516667,2088,NA,NA,NA,NA,19,3,16,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,104,NA,NA,13,NA,2,NA,NA,NA,27,NA,NA,9,NA,52,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2524","Station 84 (Lichti-Federovich and Ritchie 1968)",0,NA,NA,NA,NA,53.33,-108,2524,NA,NA,NA,NA,111,8,82,NA,21,3,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,382,NA,NA,47,NA,1,NA,NA,NA,46,NA,NA,65,NA,203,NA,NA,3,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2677","Haeusser Farm Pond",0,NA,NA,NA,NA,44.2,-91.7,2677,NA,NA,79,NA,NA,9,32,6,6,NA,1,NA,5,NA,NA,4,NA,NA,NA,NA,1,20,35,NA,NA,29,NA,NA,24,NA,NA,6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2682","Thompson (US:Wisconsin)",0,NA,NA,NA,NA,44.634444,-91.986667,2682,NA,2,73,NA,8,4,26,4,8,2,27,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,8,36,NA,2,66,NA,NA,69,NA,NA,4,12,NA,9,1,NA,NA,NA,1,4,NA,NA,1,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"3459","Beckman Lake",0,NA,NA,NA,NA,45.425,-93.183333,3459,NA,NA,75,NA,6,4,44,NA,10,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,17,NA,NA,56,NA,NA,128,NA,NA,2,21,NA,17,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14252","Round Lake",NA,-35,NA,NA,1,48.031485,-100.276595,14252,1,NA,47,1,119,8,5,NA,123,2,50,NA,3,NA,NA,NA,NA,NA,NA,NA,2,77,46.5,NA,NA,77,NA,NA,19,NA,NA,3,6,NA,1,2,0.5,NA,6,13,NA,NA,NA,1,NA,NA,1,1,NA,1,5,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14389","Rannells Ranch Pond",NA,-58,NA,NA,1,39.137365,-96.53011,14389,NA,NA,142,1,5,33,1,6,34,54,19,NA,7,NA,4,NA,NA,NA,NA,NA,NA,74,15,NA,3,40,NA,NA,73,NA,NA,3,27,NA,NA,NA,NA,NA,NA,6,NA,NA,2,NA,NA,NA,NA,NA,NA,4,1,NA,NA,5,NA,25,NA,NA,NA,NA,NA,NA,1,2,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,TRUE
"14395","Elm Pond",NA,-59,NA,NA,1,39.093155,-96.55071,14395,NA,NA,83,NA,1,29,1,10,79,21,44,NA,5,NA,2,NA,NA,NA,NA,NA,NA,93,43,NA,NA,84,NA,NA,77,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,12,1,31,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"19980","Lake Virginia",NA,-60,NA,NA,1,43.52982,-89.930365,19980,NA,1,57,NA,NA,2,3,4,5,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,4,86,33.5,1,NA,25,NA,1,120,NA,NA,16,10,NA,1,1,NA,NA,NA,3,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1,NA,8,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"26335","West Brenmenn",NA,-62,NA,NA,1,41.496855,-102.1351,26335,NA,NA,84,NA,11,20,NA,NA,104,4,6,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,102,18,4,NA,5,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,11,NA,NA,NA,NA,NA,NA,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"62","Vermnt18",0,NA,NA,NA,NA,43.08,-89.83,62,NA,NA,66,NA,NA,15,1,6,10,NA,NA,NA,1,NA,NA,12,NA,NA,NA,NA,NA,2,7,2,NA,29,NA,NA,95,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"242","Site 1 (Hansen unpublished)",0,NA,NA,NA,NA,45,-99,242,NA,NA,47,NA,6,3,NA,NA,73,NA,17,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,13,14,1,NA,23,NA,NA,1,NA,NA,6,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"544","Hershop Bog",0,NA,NA,NA,NA,29.583333,-97.608333,544,NA,NA,NA,2,NA,40,NA,4,NA,4,42,NA,4,NA,NA,NA,NA,NA,NA,2,NA,6,4,NA,NA,60,NA,NA,20,NA,NA,NA,4,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"597","Site 18 (Delcourt  et al. 1983)",0,NA,NA,NA,NA,31.14,-90.2,597,NA,NA,100,NA,NA,8,1,32,53,5,24,NA,6,NA,NA,2,NA,1,6,NA,7,16,154,NA,1,254,NA,4,66,3,NA,4,5,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"599","Site 20 (Delcourt  et al. 1983)",0,NA,NA,NA,NA,32.14,-91.23,599,NA,NA,22,NA,NA,2,NA,27,3,23,52,1,41,NA,13,2,NA,34,1,NA,NA,17,11,NA,1,16,NA,11,103,2,NA,32,11,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"632","Site 53 (Delcourt  et al. 1983)",0,NA,NA,NA,NA,33.48,-94.42,632,NA,1,4,NA,NA,42,NA,27,1,NA,9,NA,10,NA,NA,NA,NA,42,4,NA,5,24,71,NA,NA,627,NA,NA,134,NA,1,NA,19,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"633","Site 54 (Delcourt  et al. 1983)",0,NA,NA,NA,NA,33.37,-93.48,633,NA,NA,11,NA,NA,7,NA,2,NA,2,1,NA,6,4,NA,2,NA,15,NA,NA,9,3,175,NA,NA,16,NA,NA,72,NA,NA,3,6,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"901","GMM076",0,NA,NA,NA,NA,55.083333,-113.666667,901,NA,NA,NA,NA,6,NA,66,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,143,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,6,50,NA,234,3,1,1,NA,NA,NA,NA,2,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"915","GMM102",0,NA,NA,NA,NA,52.583333,-113,915,NA,NA,NA,NA,40,3,40,NA,15,1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,200,NA,NA,30,NA,1,NA,NA,NA,15,NA,1,18,NA,70,NA,6,6,NA,1,NA,3,1,2,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"928","GMM120",0,NA,NA,NA,NA,50.583333,-111.916667,928,NA,NA,30,NA,80,11,NA,NA,140,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,70,NA,NA,55,NA,2,NA,NA,NA,10,NA,NA,NA,NA,6,NA,4,NA,NA,13,NA,NA,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1286","JHMN03 (McAndrews and Wright 1969)",0,NA,NA,NA,NA,48.85,-113.45,1286,NA,NA,NA,NA,8,7,NA,NA,41,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,166,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,11,6,NA,22,NA,NA,NA,NA,14,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1298","JHMN15 (McAndrews and Wright 1969)",0,NA,NA,NA,NA,48.75,-111.7,1298,NA,NA,1,NA,19,3,2,NA,36,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,171,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,2,10,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2263","Roberts Creek 01",1,0,NA,NA,1,42.986111,-91.500278,2263,NA,4,75,NA,NA,4,NA,1,11,9,9,NA,NA,NA,NA,NA,1,NA,NA,NA,1,78,4,NA,1,145,NA,3,31,NA,NA,3,5,NA,1,1,NA,NA,3,NA,NA,3,NA,NA,2,NA,NA,1,1,1,NA,NA,1,1,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2688","Cornell",0,NA,NA,NA,NA,45.118333,-91.336944,2688,1,7,83,NA,6,3,41,3,11,3,2,NA,NA,2,4,NA,NA,NA,NA,NA,7,10,131,NA,NA,25,NA,NA,75,NA,NA,1,9,3,1,5,5,1,NA,9,2,NA,NA,1,NA,NA,NA,NA,4,5,12,2,NA,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2738","Cox Hollow",0,NA,NA,NA,NA,43.013056,-90.105556,2738,NA,NA,73,NA,NA,NA,18,7,6,NA,NA,NA,7,NA,NA,2,NA,NA,NA,NA,17,2,2,NA,NA,18,NA,NA,156,NA,NA,2,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2742","Mendota",0,NA,NA,NA,NA,43.1,-89.4,2742,1,NA,152,NA,5,1,8,1,8,2,1,NA,NA,1,NA,1,NA,NA,NA,NA,24,7,4,NA,NA,18,NA,NA,69,NA,NA,1,20,NA,2,1,NA,NA,NA,1,NA,NA,3,2,NA,NA,3,NA,1,3,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2917","Boriak Bog Surface Sample 4",0,NA,NA,NA,NA,30.17,-97.33,2917,NA,NA,NA,3,NA,40,NA,6,1,20,6,NA,1,NA,NA,NA,NA,NA,NA,1,NA,3,60,NA,NA,24,NA,NA,30,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"3457","Site 1 (Heide unpublished)",0,NA,NA,NA,NA,47.13,-99.23,3457,NA,NA,55,NA,35,12,NA,NA,89,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,20,NA,NA,64,NA,NA,2,NA,NA,3,3,NA,1,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"3759","Stations 70-76 (Lichti-Federovich and Ritchie 1968)",0,NA,NA,NA,NA,53.75,-103.05,3759,NA,NA,NA,NA,27,21,88,NA,12,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,324,NA,NA,94,NA,NA,NA,NA,NA,31,2,2,86,NA,257,NA,1,1,NA,NA,3,3,6,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"10404","Sewell Lake",NA,NA,NA,NA,NA,49.84135,-99.5763,10404,NA,NA,NA,NA,216,50,216,NA,28,NA,38,NA,2,NA,NA,2,NA,NA,NA,NA,NA,4,102,NA,NA,134,NA,1,40,NA,NA,56,8,NA,42,NA,40,1,NA,12,NA,NA,8,14,18,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
